zip,bedrooms,bathrooms,sqft,lot_size,year_built,price,type_multi,type_single,type_townhouse
7954,3,2.0,2417,0.08,1994,1281300.0,False,True,False
8876,2,1.0,894,0.35,1965,532100.0,False,False,True
7170,3,1.0,1940,0.75,1956,844700.0,False,True,False
8290,2,1.0,907,0.12,2024,289400.0,False,False,False
7991,3,1.5,1620,0.08,1945,786200.0,False,False,False
7384,3,1.5,1642,0.1,1920,453400.0,False,True,False
7677,2,1.0,1338,0.35,1907,924600.0,False,True,False
8699,3,1.5,1907,0.3,1909,654000.0,False,False,True
7033,1,1.0,500,0.1,1994,245800.0,False,True,False
8936,1,1.0,667,0.33,1966,228300.0,False,True,False
8813,1,1.0,1277,0.1,2005,718000.0,False,False,True
8070,3,1.0,2256,0.2,2016,677400.0,False,True,False
8977,2,1.0,500,0.1,2003,248300.0,False,False,True
7822,1,1.0,500,0.69,1921,167600.0,False,False,True
7242,5,1.5,3310,0.07,1970,1183600.0,False,False,False
7313,2,1.0,929,0.3,1908,619100.0,False,True,False
7781,3,1.0,2015,0.31,1977,828900.0,False,True,False
8931,1,1.0,860,0.37,1989,553000.0,False,False,False
7996,1,1.0,641,0.08,1952,325600.0,True,False,False
8965,3,1.5,1895,1.27,1976,511000.0,False,True,False
7470,2,1.0,1058,1.01,1957,560200.0,False,False,False
7639,2,1.0,960,0.35,1987,559100.0,False,False,True
7953,6,3.0,3622,0.24,1937,958000.0,False,False,False
8120,1,1.0,801,0.14,1976,343500.0,False,True,False
7059,3,1.5,2072,0.18,1998,717200.0,False,False,False
8837,1,1.0,762,0.07,1911,514200.0,False,True,False
7794,6,2.0,2515,0.12,2013,1396400.0,False,False,False
8326,1,1.0,500,0.08,1906,137600.0,False,False,False
7014,3,1.5,1859,0.35,2010,939000.0,False,False,False
8995,1,1.0,1387,0.12,2012,954100.0,False,False,False
8819,1,1.0,893,0.08,1941,440400.0,False,False,False
8034,1,1.0,1386,0.19,2000,356100.0,False,False,False
8723,2,1.0,1338,0.15,1947,665900.0,False,True,False
8794,1,1.0,688,0.09,1997,450900.0,False,True,False
8911,5,2.0,2946,0.12,1956,1360700.0,False,True,False
7944,1,1.0,964,0.69,1944,555600.0,False,True,False
8865,1,1.0,1497,0.1,1914,863300.0,False,True,False
8511,3,1.0,1647,0.05,1903,439700.0,False,True,False
8148,1,1.0,1306,0.46,1984,766500.0,False,False,False
7457,1,1.0,665,0.13,1905,330000.0,False,True,False
8272,2,1.0,843,0.34,1912,557200.0,False,True,False
8881,6,3.5,3187,0.14,1947,988300.0,False,True,False
7095,1,1.0,906,0.13,2001,559500.0,False,True,False
8714,2,1.0,1400,0.48,1962,612800.0,False,True,False
7140,1,1.0,1406,0.17,1987,470900.0,False,True,False
8941,1,1.0,500,0.16,1963,306100.0,False,False,True
8635,1,1.0,500,0.12,1978,264300.0,False,True,False
8247,1,1.0,962,0.12,1982,556700.0,False,True,False
8262,2,1.0,730,0.17,1950,346700.0,False,False,False
7056,2,1.0,1261,0.31,2020,594500.0,False,True,False
8731,2,1.0,1174,0.17,1996,653800.0,False,True,False
8890,5,2.5,2623,0.18,1984,844500.0,False,True,False
8683,1,1.0,500,0.33,1986,288500.0,False,True,False
8246,3,1.5,1904,0.27,1916,928700.0,False,False,False
7524,2,1.0,1064,0.22,2008,732200.0,False,False,True
7269,3,1.0,1522,0.13,2005,897400.0,False,False,False
8966,1,1.0,851,0.79,1904,497000.0,False,False,False
8083,2,1.0,1075,1.22,1936,419600.0,True,False,False
8739,1,1.0,1030,1.77,1918,637000.0,False,True,False
8598,4,1.5,1549,0.7,1971,485600.0,False,True,False
8089,1,1.0,513,0.21,1902,164400.0,False,False,False
8238,3,1.5,1723,0.47,2004,608800.0,False,False,False
7195,1,1.0,1018,0.43,1905,451600.0,False,False,True
7942,5,1.5,2343,0.22,1913,1091000.0,True,False,False
7060,3,1.5,2103,0.44,2021,1365500.0,False,True,False
7899,1,1.0,1455,0.52,1970,416600.0,True,False,False
7727,3,1.5,1337,0.38,1998,448900.0,False,False,False
7048,3,1.5,2266,0.21,1946,667200.0,False,True,False
7073,1,1.0,1376,0.11,1969,541700.0,False,True,False
7962,3,1.0,1723,0.5,1946,1006100.0,False,True,False
8740,4,2.0,1689,0.28,1933,538000.0,False,True,False
8267,6,3.0,4587,0.32,1914,1510100.0,False,True,False
7914,5,2.0,2367,0.25,1962,908600.0,False,False,True
8041,1,1.0,769,0.63,1908,333200.0,False,False,False
8779,6,3.0,3688,0.18,2024,996800.0,False,True,False
8224,1,1.0,668,0.1,2013,426800.0,False,False,True
8248,2,1.0,1246,0.05,1915,417900.0,False,False,True
8048,1,1.0,500,0.26,1974,224600.0,False,False,True
7078,2,1.0,1212,0.15,2018,495000.0,False,True,False
7398,4,2.5,2196,0.42,1949,872900.0,False,True,False
8812,1,1.0,686,0.29,1903,437000.0,False,True,False
7395,5,1.5,2243,0.07,1933,596900.0,False,False,True
8259,3,1.5,2223,0.57,2007,666600.0,False,False,True
7187,1,1.0,1237,0.25,1997,821400.0,False,False,False
7087,2,1.0,1485,0.2,1926,965800.0,False,False,True
8864,4,1.0,2138,0.18,2004,1306600.0,False,False,True
8358,6,2.5,2621,0.51,1953,862800.0,False,False,False
8254,1,1.0,524,0.26,1923,301400.0,False,False,True
8796,3,1.0,1285,0.37,1978,563600.0,False,True,False
7018,2,1.0,1053,0.05,1902,477300.0,False,True,False
7978,3,1.0,1240,0.26,1935,368600.0,False,False,True
7043,2,1.0,1937,0.51,1904,1023900.0,False,False,True
8847,3,1.0,1476,0.23,1932,505600.0,False,True,False
7492,4,2.0,2140,0.33,1926,1003600.0,False,True,False
7998,1,1.0,954,0.87,1933,630500.0,False,True,False
7576,6,3.0,2589,0.65,1963,932400.0,False,False,False
7925,4,1.0,1800,0.96,1907,607200.0,False,True,False
7024,2,1.0,1368,0.11,1997,422900.0,False,True,False
8270,1,1.0,638,0.28,1911,221000.0,False,True,False
8232,2,1.0,1519,0.69,1920,588800.0,False,True,False
7922,1,1.0,1181,0.12,1974,384500.0,False,True,False
7072,1,1.0,1034,0.12,1991,591200.0,False,True,False
7787,2,1.0,526,0.19,1949,217100.0,False,True,False
7717,5,1.5,2104,0.99,2022,789600.0,False,True,False
8336,1,1.0,500,0.17,2011,260200.0,False,True,False
8886,4,1.0,2290,0.15,2013,577500.0,False,True,False
7093,5,1.5,2586,0.09,1948,1288900.0,False,True,False
8833,2,1.0,742,0.08,1940,413100.0,False,True,False
7227,3,1.5,1316,0.25,1918,716400.0,False,False,False
8287,3,1.0,2427,0.42,1906,696300.0,False,False,False
7918,2,1.0,1406,0.2,1939,687500.0,False,False,True
7942,2,1.0,1547,0.48,2009,838900.0,False,True,False
8773,2,1.0,948,0.95,1914,517800.0,False,True,False
7788,2,1.0,1661,0.11,1915,922200.0,False,True,False
7450,1,1.0,871,0.35,1927,272200.0,False,True,False
8623,2,1.0,727,0.52,1936,502000.0,False,True,False
7482,3,1.0,1648,0.65,1902,623300.0,True,False,False
8277,1,1.0,942,0.4,1915,589800.0,False,False,False
7460,3,1.0,1440,0.84,1960,399400.0,True,False,False
8026,2,1.0,1577,0.15,2019,527200.0,False,True,False
8279,4,1.5,1688,0.23,1928,1036200.0,False,True,False
8311,1,1.0,500,0.25,1956,196900.0,False,True,False
7890,2,1.0,500,0.16,1918,236000.0,False,True,False
7275,1,1.0,801,0.22,1946,494400.0,False,True,False
7512,4,2.0,1670,0.16,1922,423000.0,True,False,False
8864,2,1.0,580,1.09,1953,297500.0,True,False,False
8197,1,1.0,500,0.75,1999,101800.0,False,True,False
8716,1,1.0,1002,0.29,1998,669600.0,False,False,True
8144,2,1.0,1361,0.44,2007,459500.0,True,False,False
7042,3,1.0,1058,0.24,1932,687500.0,False,True,False
8388,1,1.0,513,0.24,1961,251400.0,False,True,False
7570,6,3.0,3514,1.06,1977,1116200.0,False,True,False
8222,1,1.0,500,0.51,1986,152400.0,False,True,False
7993,2,1.0,1221,0.07,1981,641800.0,False,False,False
8016,1,1.0,500,0.16,1967,201200.0,False,True,False
8157,1,1.0,922,0.26,2010,601800.0,False,False,False
7918,5,1.5,3097,0.15,2004,1488300.0,False,True,False
8940,4,1.5,2109,0.19,1927,910800.0,False,True,False
7074,2,1.0,654,0.2,1943,405000.0,False,True,False
7077,2,1.0,818,0.37,1996,488600.0,True,False,False
7030,4,2.0,2045,0.58,1908,694400.0,False,True,False
8757,3,1.0,2467,0.24,2019,1655400.0,False,True,False
8370,2,1.0,591,0.61,1950,173600.0,False,True,False
8113,1,1.0,1390,0.72,1907,432800.0,False,True,False
7743,2,1.0,1045,0.25,1989,586500.0,False,True,False
7989,5,1.5,2151,0.07,1932,1158400.0,False,False,True
8966,1,1.0,972,0.4,2005,600300.0,False,True,False
7750,2,1.0,1089,0.19,1987,673500.0,False,True,False
8870,2,1.0,1029,0.35,1985,475800.0,False,False,False
8262,3,1.5,1247,0.1,1908,424000.0,False,True,False
8837,1,1.0,793,0.61,2008,524300.0,False,True,False
7096,4,1.5,2157,0.1,1957,1191100.0,False,False,True
8797,2,1.0,664,0.26,1907,393500.0,False,True,False
7083,5,2.5,3245,0.26,1968,1092700.0,False,False,False
7433,3,1.5,1846,0.33,1971,887200.0,False,False,True
7175,3,1.5,1599,0.08,1986,816000.0,False,False,True
7031,3,1.5,1743,0.14,1901,804400.0,False,False,True
7382,4,1.5,2523,0.43,1938,1211300.0,False,True,False
8018,1,1.0,805,0.06,1966,326900.0,False,False,False
8870,4,1.5,1526,0.62,1943,553000.0,False,False,True
8889,3,1.0,1481,1.17,1930,507800.0,False,True,False
7149,5,2.5,2961,0.52,1944,933400.0,False,False,False
7054,4,1.5,2107,0.15,2010,859700.0,False,True,False
7291,2,1.0,1043,0.42,1934,539800.0,False,True,False
7098,2,1.0,683,0.33,1959,451700.0,False,False,True
7122,2,1.0,876,0.4,1922,478700.0,False,True,False
7934,2,1.0,648,0.15,1940,349200.0,False,True,False
8626,1,1.0,745,0.55,1982,495500.0,False,False,True
7934,3,1.0,1423,0.05,1945,801200.0,False,True,False
8829,4,1.5,1731,0.51,1920,529100.0,False,True,False
8633,2,1.0,931,0.14,1967,373900.0,False,True,False
7716,5,2.5,2743,0.19,1906,771800.0,False,True,False
8710,4,2.0,2529,0.21,1948,726500.0,True,False,False
8881,2,1.0,1052,0.15,1991,425100.0,False,False,False
7183,1,1.0,1176,0.13,1974,744300.0,False,True,False
8069,2,1.0,872,0.2,1992,258600.0,False,True,False
7248,1,1.0,903,0.6,1965,594700.0,False,False,False
7476,4,1.5,1726,0.22,1922,820700.0,False,True,False
7935,6,2.5,4397,0.25,1987,1568600.0,False,True,False
8648,1,1.0,683,0.11,1923,234800.0,False,True,False
8174,1,1.0,500,0.09,1962,210900.0,False,False,True
8925,1,1.0,568,0.55,1961,252100.0,False,True,False
7022,1,1.0,779,0.41,1935,352900.0,False,True,False
7815,2,1.0,1778,0.16,1951,485200.0,False,True,False
7733,2,1.0,1634,0.25,1925,835300.0,False,True,False
8855,4,2.5,1843,0.29,2017,542000.0,False,False,False
8781,6,2.0,3433,0.12,1953,1209900.0,False,True,False
7072,5,3.0,2444,0.08,1900,995700.0,False,True,False
7937,1,1.0,1070,0.18,1948,559000.0,False,False,True
7442,1,1.0,701,0.89,1935,359500.0,True,False,False
7510,2,1.0,827,0.35,1996,559700.0,False,True,False
7114,2,1.0,1511,0.28,1979,556200.0,False,True,False
8670,1,1.0,500,1.22,1963,291100.0,False,True,False
7419,1,1.0,1431,0.32,1950,610600.0,False,False,True
8893,3,1.5,1238,0.67,2004,846700.0,False,False,True
7925,5,1.5,2560,0.66,1944,752900.0,False,True,False
8729,6,2.0,3166,0.3,2016,993500.0,False,True,False
7339,2,1.0,1255,0.05,1920,790200.0,False,True,False
8791,3,1.0,1061,1.03,1935,650300.0,False,True,False
8694,1,1.0,1427,0.38,2001,498800.0,False,False,True
7930,5,3.0,2579,0.27,1949,686900.0,True,False,False
8962,2,1.0,914,0.32,1954,367000.0,False,True,False
8521,2,1.0,935,0.17,1964,281200.0,False,True,False
8829,1,1.0,827,0.07,1907,474200.0,False,True,False
7722,4,1.5,1565,0.24,1981,987300.0,False,False,False
8771,4,2.5,1992,1.04,1960,749100.0,False,True,False
8345,2,1.0,500,0.11,1922,229500.0,False,True,False
8780,1,1.0,786,0.14,1928,368100.0,False,False,True
8680,1,1.0,1383,0.62,1939,483400.0,False,False,False
8959,1,1.0,564,0.29,1979,360000.0,False,True,False
8052,1,1.0,1034,0.39,1928,434100.0,False,False,False
8889,2,1.0,1560,0.27,1984,627500.0,False,True,False
8713,2,1.0,1528,0.45,1920,836100.0,False,True,False
8723,1,1.0,1112,1.53,1909,617100.0,False,True,False
8666,1,1.0,803,0.2,1998,376800.0,False,True,False
7996,2,1.0,804,0.36,1955,544200.0,False,False,True
8830,1,1.0,500,0.54,1984,190300.0,False,False,True
7725,1,1.0,1465,0.27,1991,687200.0,False,True,False
7790,1,1.0,1278,0.65,2004,667100.0,False,False,False
7464,3,1.5,1484,0.08,2019,705900.0,False,True,False
8183,3,1.0,1209,0.36,2015,364600.0,False,False,False
8660,3,1.0,2341,0.49,1916,628900.0,False,True,False
8545,1,1.0,684,0.11,1904,401900.0,False,False,True
7240,2,1.0,1069,0.25,1918,313700.0,False,False,True
7984,4,2.0,2142,0.3,2008,1299900.0,False,False,False
7816,2,1.0,978,0.43,1900,401700.0,False,False,False
8248,4,2.0,1935,0.08,1947,726700.0,False,False,False
7245,1,1.0,1458,0.12,1946,629000.0,False,False,True
8290,1,1.0,644,0.49,1954,399800.0,False,True,False
8874,1,1.0,753,0.38,1978,431600.0,False,True,False
7975,3,1.0,1265,0.99,1994,823400.0,False,True,False
7927,2,1.0,1368,0.44,2015,874900.0,False,False,True
7968,4,2.0,1807,0.29,2016,667800.0,False,False,False
8788,4,2.0,1576,0.25,1994,557700.0,True,False,False
8559,1,1.0,546,0.56,2006,338300.0,False,True,False
7297,1,1.0,682,0.21,2017,374900.0,False,False,False
8275,3,1.5,1297,0.54,1919,733700.0,False,True,False
7925,4,1.5,1782,0.14,1937,575000.0,False,False,True
8236,3,1.5,1235,0.17,2004,453300.0,False,True,False
7046,2,1.0,1124,0.09,1917,713600.0,False,True,False
7984,1,1.0,732,0.71,1965,495200.0,False,True,False
7170,1,1.0,721,1.28,1904,498800.0,True,False,False
7041,4,2.0,2235,0.61,1950,836500.0,False,False,False
7777,4,1.5,1667,0.79,2008,937200.0,False,False,False
7767,1,1.0,1163,0.17,1956,520200.0,False,False,False
7774,4,1.0,1751,0.21,1995,552600.0,False,True,False
7437,4,1.5,2850,1.04,1938,1423100.0,False,True,False
8438,2,1.0,680,1.41,1976,312900.0,False,True,False
7644,1,1.0,675,0.21,2017,419700.0,False,False,True
7240,5,1.5,3260,0.22,2017,1119800.0,False,True,False
7773,4,1.0,1798,0.38,2020,585900.0,False,True,False
8847,2,1.0,1144,0.31,1966,641100.0,False,False,True
8784,2,1.0,1095,0.2,2004,703100.0,False,True,False
8935,3,1.5,2174,0.96,1960,609500.0,False,False,False
8356,1,1.0,557,0.18,2022,191900.0,True,False,False
8734,6,2.0,3185,0.19,1955,2034100.0,False,True,False
8770,2,1.0,675,0.79,1991,391800.0,False,False,False
8820,2,1.0,1581,0.06,1962,449800.0,False,False,False
8169,2,1.0,698,0.13,2017,406500.0,False,False,False
8948,2,1.0,1064,0.05,1944,508800.0,True,False,False
8849,2,1.0,1932,0.12,1944,773500.0,False,False,True
7059,2,1.0,1947,0.28,1955,805100.0,False,False,False
7011,1,1.0,886,0.23,1961,252200.0,False,True,False
8613,2,1.0,553,0.08,1905,302600.0,False,True,False
7934,1,1.0,647,0.41,2001,356100.0,False,False,True
8912,1,1.0,722,0.31,1919,503000.0,False,True,False
8865,3,1.0,1567,0.12,1908,426600.0,False,True,False
8850,6,2.0,3745,0.26,1962,1480500.0,False,True,False
7767,2,1.0,1672,0.4,1961,740700.0,False,False,False
8660,1,1.0,744,0.08,1997,267500.0,True,False,False
8791,5,1.5,2711,0.32,1938,1181100.0,False,True,False
7154,2,1.0,1740,0.18,1950,1150900.0,False,True,False
8311,2,1.0,500,0.24,1952,251100.0,False,True,False
7059,2,1.0,733,0.69,1952,365600.0,False,False,True
8810,1,1.0,779,0.38,2007,374200.0,False,True,False
7244,6,3.5,4130,0.56,2024,1707200.0,False,True,False
8334,1,1.0,1061,0.42,2010,266500.0,False,True,False
8836,3,1.0,1605,0.42,2016,485300.0,False,False,True
8063,1,1.0,535,0.81,1971,285200.0,False,True,False
8160,2,1.0,1884,0.14,2024,611200.0,False,False,True
7095,2,1.0,1414,0.3,1906,836600.0,False,True,False
7878,3,1.0,1179,0.39,1992,673600.0,False,True,False
8851,1,1.0,1129,1.38,1979,692100.0,False,False,True
8226,1,1.0,797,0.06,2007,556200.0,False,True,False
8884,1,1.0,509,0.15,2024,311000.0,False,True,False
7256,2,1.0,1235,0.2,1961,552300.0,False,True,False
8714,4,1.5,2666,0.1,1906,1181000.0,False,False,True
7065,2,1.0,591,0.21,1905,307100.0,False,False,False
7985,1,1.0,526,0.31,1966,316000.0,False,True,False
7682,2,1.0,1637,0.3,1918,1066300.0,False,False,False
7694,2,1.0,1406,0.45,1912,488900.0,False,False,True
7348,1,1.0,1092,0.34,2011,745200.0,False,True,False
8634,1,1.0,1118,0.21,1964,458900.0,False,True,False
8594,1,1.0,698,0.57,1993,298300.0,False,True,False
8651,1,1.0,811,0.21,1910,437400.0,False,True,False
7999,4,1.0,1922,0.12,1981,762700.0,False,True,False
7989,2,1.0,1406,0.41,1907,882800.0,False,False,False
8117,1,1.0,578,0.05,1989,385700.0,False,True,False
8077,3,1.0,1334,0.28,2006,439200.0,False,False,True
8127,2,1.0,580,0.27,1910,324300.0,False,True,False
7517,3,1.0,2323,0.1,2006,615800.0,False,False,True
8737,2,1.0,861,0.88,2013,541900.0,False,False,True
7425,4,1.5,1790,0.08,1972,1084200.0,False,True,False
8929,2,1.0,1428,0.18,1965,538800.0,False,False,True
8580,2,1.0,1414,0.27,1950,501600.0,True,False,False
8863,2,1.0,1131,0.11,1938,414500.0,False,True,False
7122,2,1.0,500,0.07,1914,205900.0,False,True,False
8329,1,1.0,1392,0.12,1906,371300.0,False,True,False
7330,2,1.0,1386,1.6,2002,509200.0,False,True,False
8062,3,1.5,1026,0.05,2003,557500.0,False,True,False
8638,1,1.0,869,0.27,1973,416200.0,False,True,False
8191,2,1.0,764,0.57,1975,285100.0,False,True,False
7777,2,1.0,1994,0.1,1947,1376000.0,False,True,False
8278,4,2.0,2168,0.08,1952,593900.0,False,True,False
7476,3,1.5,1023,1.11,1945,359200.0,True,False,False
8959,1,1.0,601,0.17,1995,225900.0,False,False,False
7460,3,1.0,1346,0.63,1971,582300.0,False,True,False
8245,1,1.0,1142,0.09,1909,397000.0,False,False,False
7712,4,2.0,1822,0.76,1936,507400.0,False,True,False
8899,1,1.0,1395,0.15,1902,721400.0,False,True,False
8274,4,1.5,2126,0.24,1914,634200.0,False,True,False
7062,2,1.0,767,0.12,1924,460700.0,False,False,True
7936,3,1.0,1884,0.14,2013,657800.0,False,False,True
7029,6,3.0,3023,0.21,1921,851100.0,False,True,False
7447,3,1.0,1335,0.14,1912,594600.0,False,False,True
8057,2,1.0,739,0.24,1946,218600.0,False,True,False
7023,6,2.0,8000,0.25,1982,2324700.0,False,False,True
7821,1,1.0,906,0.44,1931,372100.0,False,True,False
8937,3,1.0,1096,0.62,1958,283200.0,True,False,False
8990,1,1.0,1296,0.35,2012,587400.0,False,True,False
7078,1,1.0,819,0.27,2011,539100.0,False,True,False
8335,2,1.0,1695,0.25,2013,584500.0,False,True,False
7376,2,1.0,827,1.12,1913,421300.0,False,False,True
7262,3,1.5,2172,0.08,2012,812400.0,False,True,False
8166,3,1.5,1263,0.05,1951,399600.0,False,True,False
8683,3,2.0,1363,0.11,2000,780700.0,False,False,False
8376,2,1.0,623,0.28,1940,193500.0,False,True,False
7030,5,1.5,2231,0.26,1907,929200.0,False,True,False
8181,1,1.0,500,0.21,1948,173300.0,True,False,False
8192,1,1.0,852,0.37,1936,245100.0,False,True,False
7015,3,1.5,1180,0.67,1947,453500.0,False,True,False
8379,1,1.0,500,0.12,1914,154500.0,True,False,False
8910,3,1.5,1005,0.16,1951,562800.0,False,True,False
7332,4,1.0,2989,0.47,1929,1793400.0,False,True,False
7546,2,1.0,1544,0.14,1951,678700.0,False,True,False
8978,5,2.0,2786,0.17,1966,756500.0,False,True,False
8947,1,1.0,500,0.08,2008,321600.0,False,False,True
7921,1,1.0,1281,0.29,1938,822300.0,False,False,False
8991,3,1.5,2499,0.21,1919,868300.0,False,False,False
8932,2,1.0,1492,0.28,1926,553300.0,False,True,False
8728,4,1.0,2019,0.49,1942,735700.0,False,True,False
8068,4,2.0,1752,0.2,1966,480800.0,False,False,True
7229,5,2.0,2029,0.15,1962,708700.0,False,False,True
7176,6,2.0,4854,0.42,2004,1274900.0,False,True,False
7096,3,1.5,1927,0.05,2017,540500.0,False,False,False
7780,2,1.0,1119,0.24,1929,752000.0,False,True,False
8526,1,1.0,993,0.18,1938,500000.0,False,False,True
7278,3,2.0,1152,0.48,2019,531300.0,False,False,True
7039,2,1.0,1266,0.38,1988,727900.0,False,True,False
7734,1,1.0,1110,0.42,1941,508000.0,False,False,True
8261,1,1.0,500,0.06,1908,232500.0,False,True,False
8374,2,1.0,525,0.76,1915,301600.0,False,True,False
7060,1,1.0,500,0.64,1912,181400.0,False,True,False
8176,1,1.0,605,0.15,1942,391200.0,False,False,False
7992,5,2.0,2749,0.2,2015,776300.0,False,True,False
8195,1,1.0,634,0.14,2017,247600.0,False,False,True
7960,1,1.0,1427,0.29,1942,721900.0,False,False,False
7031,3,1.0,1619,0.05,1949,643600.0,False,True,False
7338,3,1.0,1689,0.31,1960,1060100.0,False,True,False
8979,4,2.0,1869,0.5,1924,642800.0,False,True,False
7062,4,2.0,1556,0.22,1954,846400.0,True,False,False
7718,2,1.0,1439,0.84,1989,933000.0,False,True,False
8838,2,1.0,633,0.48,1952,313700.0,False,True,False
8713,5,2.0,2316,0.67,2021,1260700.0,False,True,False
8898,1,1.0,623,0.43,1963,333700.0,False,True,False
7160,3,1.5,1055,0.09,1913,681400.0,False,True,False
8075,1,1.0,900,0.23,2020,448100.0,False,True,False
8312,2,1.0,625,0.4,1911,218500.0,False,False,False
8880,1,1.0,1387,0.61,2019,882300.0,False,False,True
7075,5,1.5,2403,0.24,1930,1518500.0,False,True,False
8690,1,1.0,546,0.18,1939,181700.0,False,False,True
7798,1,1.0,940,0.09,2010,512500.0,False,False,False
8921,2,1.0,1676,0.32,1904,916100.0,False,False,True
7226,2,1.0,1508,0.15,2001,1051000.0,False,True,False
8895,2,1.0,971,0.12,1913,647500.0,False,True,False
7893,1,1.0,1005,1.1,1911,317200.0,False,False,False
7657,4,2.5,1863,0.62,1977,684900.0,False,True,False
7615,6,2.5,4562,1.03,2000,1551900.0,False,True,False
8870,5,2.0,2751,0.05,1955,775900.0,False,True,False
7022,1,1.0,1204,0.4,1953,670400.0,False,False,False
8038,2,1.0,500,0.85,1984,164100.0,False,False,False
8929,2,1.0,674,0.05,1960,376100.0,False,True,False
7754,3,1.5,1542,0.16,2020,842300.0,False,False,True
7612,3,1.5,1949,0.32,1929,1251200.0,False,True,False
7759,5,3.0,2264,0.2,1910,789900.0,False,False,True
7099,3,1.5,1120,0.16,2018,427700.0,False,True,False
7991,2,1.0,729,0.56,2007,458600.0,False,False,False
8811,6,1.5,3914,0.19,2024,1077700.0,False,False,False
7938,2,1.0,1727,0.05,1991,490600.0,False,True,False
8255,3,1.5,1136,0.61,1902,379900.0,False,True,False
7279,1,1.0,619,0.34,1986,414800.0,True,False,False
8645,2,1.0,1164,0.21,2003,436500.0,False,False,True
8720,4,1.0,2429,0.57,1925,630300.0,False,True,False
8892,3,1.0,1788,0.15,1928,465200.0,False,False,True
8376,1,1.0,625,0.35,1974,170700.0,False,False,True
7254,1,1.0,1356,0.65,1993,536600.0,False,True,False
8428,3,1.5,1342,0.44,1933,690500.0,False,True,False
8980,3,1.0,1283,0.07,1914,730700.0,False,True,False
7234,4,1.0,1988,0.15,1961,636800.0,False,True,False
7245,1,1.0,642,0.15,1917,413700.0,False,False,True
7091,6,3.5,3286,0.35,1975,862700.0,False,False,True
8850,2,1.0,881,1.17,1913,519100.0,True,False,False
7777,1,1.0,869,0.26,1926,392900.0,False,True,False
7298,1,1.0,942,0.06,1929,469400.0,False,False,True
8249,2,1.0,1142,0.75,1932,709900.0,False,True,False
8286,2,1.0,550,0.24,1994,207600.0,False,True,False
8315,1,1.0,605,0.45,1945,399500.0,False,True,False
7360,2,1.0,586,0.1,1925,350800.0,False,False,False
8875,1,1.0,757,0.1,1975,396800.0,False,False,True
7883,2,1.0,504,1.56,1902,259700.0,False,True,False
8866,1,1.0,911,0.09,1944,321800.0,False,False,False
7091,2,1.0,652,0.1,1944,454500.0,False,True,False
8472,2,1.0,539,0.13,1926,310900.0,False,True,False
8865,3,1.0,1975,0.65,1998,675400.0,False,False,False
8899,2,1.0,932,0.14,1929,519300.0,False,False,False
8231,1,1.0,511,0.31,1963,330100.0,False,True,False
7255,1,1.0,961,0.21,1985,380900.0,False,True,False
7964,2,1.0,1290,0.1,2017,503000.0,False,True,False
7232,2,1.0,686,0.4,1907,421600.0,False,True,False
8025,1,1.0,500,0.2,1977,203600.0,False,True,False
8931,3,1.5,1791,0.11,1935,804200.0,False,True,False
8390,2,1.0,750,0.19,2009,198700.0,False,True,False
8554,2,1.0,973,0.43,1918,251600.0,False,False,False
7188,2,1.0,1312,0.29,1968,417600.0,False,True,False
7436,1,1.0,1050,0.51,1905,381600.0,False,True,False
7734,4,2.0,2292,0.13,1966,799800.0,False,True,False
8326,1,1.0,500,0.21,1985,178100.0,False,False,False
7115,5,2.0,2422,0.26,1942,680500.0,False,False,True
7022,3,1.0,1548,0.07,1961,652100.0,False,False,True
7498,1,1.0,1075,0.12,1921,508000.0,False,False,False
7449,1,1.0,1409,0.14,1936,457800.0,False,False,True
7637,4,1.0,1709,0.15,2024,919100.0,True,False,False
7060,3,1.5,2415,0.27,1970,1142100.0,False,False,False
8358,1,1.0,500,0.13,1957,287600.0,False,True,False
7488,3,1.0,2267,0.18,1908,884100.0,False,True,False
7013,4,1.5,1699,0.26,1941,846000.0,False,True,False
8913,2,1.0,1351,0.19,1938,375800.0,False,True,False
8867,3,1.0,1876,0.24,1977,543300.0,False,False,False
7347,5,2.0,2465,0.46,1925,650700.0,False,True,False
8346,1,1.0,845,0.14,1957,245700.0,True,False,False
8268,1,1.0,500,0.44,2009,164500.0,False,False,True
8565,1,1.0,931,0.19,1948,398300.0,False,True,False
7785,2,1.0,1956,0.22,1905,992100.0,False,True,False
8685,1,1.0,765,0.59,1923,365000.0,False,True,False
7331,2,1.0,1901,0.29,2023,541200.0,False,True,False
8886,1,1.0,1175,0.62,1919,764800.0,False,False,False
8224,3,1.0,2262,0.08,2006,583600.0,False,False,False
8980,1,1.0,884,0.1,2011,553000.0,False,True,False
8325,3,1.5,1421,0.29,1982,416300.0,False,True,False
7976,1,1.0,936,0.42,1950,500700.0,False,True,False
7516,1,1.0,669,0.28,1984,367100.0,False,True,False
8112,5,2.0,2670,0.11,1971,822800.0,False,False,False
7320,6,2.5,2706,0.24,1927,1155500.0,False,False,False
8254,1,1.0,500,0.68,2013,177300.0,False,True,False
8069,2,1.0,1092,0.38,2002,645800.0,False,True,False
8257,3,1.5,1478,1.31,1929,673100.0,False,False,False
7072,1,1.0,595,0.15,1959,401600.0,False,False,True
7229,1,1.0,811,0.93,1910,277400.0,True,False,False
8354,1,1.0,633,0.21,1976,307300.0,False,False,True
